weight
-1.1417578
-0.18260267
-0.4638966
-1.0548145
-0.53418314
-0.6743094
-1.0759424
-0.76035285
0.023427337
-0.77680826
-0.8147385
-0.79476905
-0.7740389
-0.8155434
-0.6369829
-0.6160158
-0.78931665
-0.6111666
-0.26759756
-0.41624567
-0.9347192
-0.8927264
-0.079413116
-0.38128367
-0.53150105
-0.5943254
-0.30649975
-0.40028957
-0.8905083
-0.6416999
-0.955117
-0.88619614
-1.0071938
-0.8530296
-0.7584269
-0.87127864
-0.83499074
-0.86628175
-0.5898557
-0.30895832
-1.2039243
-0.9290525
-1.2765949
-1.1146337
-1.1457905
-1.2068455
-0.8902403
-0.935061
-0.96552825
-0.66955566
-0.5211921
-0.49962476
-1.0698007
-1.0994655
-0.37317488
-0.86538255
-0.7288337
-0.92791605
-1.0946558
-0.9360299
-0.6823572
-0.89018106
-0.49148497
-0.89108133
-0.8401482
-0.93965197
0.6719998
-0.2767388
-0.2227166
-0.64564073
-0.3461587
-0.1689052
-0.88422775
-0.9611025
-0.625198
-0.971779
-0.8763732
-0.90302503
-0.66541517
-0.8992338
-0.5255377
-0.91088974
-0.85152113
-0.95160484
-0.8261968
-0.69206345
-0.8004075
-0.84110034
-0.6838614
-0.7796892
-0.3900846
-0.18300104
-0.28850898
-0.59875274
-0.45592013
-0.31934348
-0.41218504
-0.40511623
-0.8487487
-1.087192
-0.9210776
-0.7399324
-0.58289754
-0.6669971
-0.48207393
-0.6586542
-0.9632896
-0.7279469
-1.0498805
-0.8632796
-0.8772327
-0.72747815
-0.8830502
-0.8233491
-0.7850349
-0.65499055
-0.8331231
-0.86517
-0.6930815
-0.79151845
-1.0165168
-1.1815681
-0.7851201
-0.6115123
-0.8210403
-0.85374844
-0.80633354
-0.9112612
-1.0117991
-1.1718608
-0.97630334
-1.022171
-0.041014165
0.040106595
-0.1504766
-0.14430141
-0.23033574
-0.3056161
-0.62664187
-0.55379796
-0.88952947
-0.8413336
-0.67022717
-0.6568178
-0.9291103
-1.1666415
-0.6748272
-0.6604973
-0.8255104
-0.9207952
-0.9700581
-1.0513153
-1.1278756
-1.2577043
-0.84555614
-1.0217923
-1.0210319
-1.172675
-0.7816266
-0.61306584
-0.826782
-0.8617766
-0.8296329
-0.93339443
-1.0169904
-1.1745849
-0.9391557
-1.0352885
-0.7718922
-0.902277
-0.8223244
-0.8717351
-0.5516219
-0.69971395
-0.83947384
-1.0262058
-0.83759844
-0.6646842
-0.8722831
-0.83284235
0.112294585
-0.7751986
-0.7706903
0.5090555
-0.10808283
-0.41041705
-0.6382288
-0.71798754
-0.77457047
-0.4910662
-0.566337
-0.5643343
0.45203546
0.5821538
-0.2084173
-0.32287234
-0.32862303
-0.26325879
-0.64518046
-0.6284486
-0.23322287
-0.23793581
-0.055553436
-0.12445599
1.4775717
-0.006733447
-0.25834164
0.8190607
0.18974829
0.5561937
-0.8531209
-0.95687854
-0.877195
-0.9577044
-0.7103398
-0.8157816
-0.9504405
-1.1055238
-0.7699487
-0.74485946
-0.722455
-0.83860016
0.0382227
-1.0175949
-0.98275936
-0.0288672
-0.49092284
-0.44837263
-0.026617467
-0.08156341
-0.57306767
-0.1357325
-0.44267997
-0.20043343
-0.80139565
-0.9002098
-0.8336891
-0.8795904
-0.57900596
-0.7138984
-0.8467008
-1.0426308
-0.8432987
-0.6839762
-0.8620105
-0.84323287
0.12671846
-0.856274
-0.85342395
0.3848154
-0.21254265
-0.431636
-0.51577985
-0.5863589
-1.0276954
-0.6770382
-0.89259386
-0.7758615
-0.44527617
-0.68780196
-0.59766364
-0.7840841
-0.96579194
-0.8205974
-0.6843777
-0.63731134
-0.7951566
-0.69277644
-0.7611438
-0.5684751
-0.6491101
-0.7453681
-0.8041643
-0.548511
-0.6169491
-0.6084727
-0.92962253
-0.6080128
-0.73700845
-0.78787863
-0.94013894
-0.7974484
-0.81287944
-0.1413123
-0.8131449
0.21788183
-0.379842
-0.637527
-1.1401913
-0.5831506
-0.8271471
-0.8257605
-1.1440153
-0.58478403
-0.6233562
-0.50826406
-0.5484017
-0.6816087
-0.8012445
-0.61394095
-0.7398242
-0.731424
-0.7527771
-0.61661434
-0.68606627
-0.6229042
0.002752364
0.041389868
-0.18859255
-0.47011438
-0.67923486
-0.61528516
-0.8009186
-0.47744772
-0.746194
-0.97175705
-1.0781156
-0.50835955
-0.37520072
1.2388712
-0.059416533
0.49784702
-0.12493548
0.3202479
-0.91530764
-0.60185444
-0.74627066
-0.80674434
-0.9556724
-0.76239824
-0.5298176
-1.1812295
-0.4972917
-0.4888554
-0.52459705
-1.1721888
-0.4682018
-0.059161425
-0.23018816
-0.017797008
-0.47416046
-0.26560506
-0.85366106
-0.9663029
-0.8386855
-0.36814055
-0.94886744
-0.41921642
-0.5447662
-0.08875924
-0.10283871
-0.2357597
-0.50925934
-0.2560374
-0.9711685
-0.22159427
-1.0088738
-0.18954214
-0.642349
-0.62027025
-1.0109805
-0.48114577
-0.9749687
-0.96956277
-1.00153
-0.47363845
-0.86432123
-0.12688854
-0.88852525
0.09946406
-0.46733788
-0.63683546
0.22054675
-0.1966668
0.31742594
-0.41823187
-0.9307797
0.33567205
-1.1400751
-1.0674611
-0.3370013
0.016286306
-0.9907216
-0.8903513
-0.98555374
